"","Gender","Age","Stress_Level","Rapid_Heartbeat","Anxiety","Sleep_Problems","Anxiety_Level","Headaches","Irritation","Concentration_Problems","Low_Mood","Health_Issues","Loneliness","Academic_Workload","Peer_Competition","Relationship_Stress","Professor_Difficulty","Work_Environment","Lack_of_Leisure_Time","Home_Environment","Low_Academic_Confidence","Subject_Confidence","Activity_Conflict","Class_Attendance","Weight_Change","Stress_Type"
"830","1",14,2,2,1,1,1,4,4,4,3,5,4,3,3,4,3,1,3,5,5,2,1,5,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"831","0",19,2,3,3,2,4,4,3,2,3,3,4,4,2,3,2,4,3,3,2,2,2,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"832","0",19,5,4,4,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"833","0",17,3,3,4,3,2,3,3,4,1,4,4,4,3,3,3,2,3,4,4,1,2,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"834","0",20,4,3,3,4,2,2,3,3,1,2,3,3,1,3,2,2,1,3,2,3,3,2,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"835","0",21,4,4,4,4,4,4,3,5,3,4,5,4,2,3,3,3,3,4,4,2,1,5,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"836","0",19,5,4,4,5,3,4,4,4,2,2,2,4,1,1,1,1,3,5,4,3,3,2,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"837","1",36,3,2,2,3,3,4,3,2,4,4,1,1,1,4,2,5,4,3,2,1,1,3,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"838","0",21,3,2,1,3,2,1,2,3,1,3,1,2,2,1,2,2,1,3,3,2,3,2,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"839","0",21,3,4,2,3,5,1,5,4,1,3,4,2,1,5,2,3,3,3,4,1,2,2,2,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"840","1",19,3,2,1,2,2,1,2,3,1,2,2,4,1,1,1,1,1,3,2,1,2,3,1,"No Stress - Currently experiencing minimal to no stress."
"841","1",19,4,4,3,4,3,2,2,3,1,2,3,2,3,1,2,2,2,2,3,1,4,5,3,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"842","0",20,5,4,3,4,3,4,4,4,2,3,4,3,2,1,2,2,1,4,3,5,4,5,1,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
"843","0",19,4,3,1,3,2,1,1,4,2,4,3,1,1,3,1,1,3,1,1,2,2,5,4,"Eustress (Positive Stress) - Stress that motivates and enhances performance."
